gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Random Sampling,,,satified Sampling,,,,,,,,,,Cluster sampling,,
male,group C,high school,standard,none,52,53,49,0.168061843,,,,,,,,,,,,,,,
male,group C,some high school,standard,completed,67,73,68,0.170015092,,,,,,,,,,,,,,,
male,group D,some college,free/reduced,none,70,63,58,0.17145763,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,46,43,42,0.171868449,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,57,54,56,0.172005576,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,completed,43,45,50,0.175953187,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,none,68,65,61,0.182465473,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,none,77,78,73,0.185020506,,,,,,,,,,,,,,,
male,group A,some college,standard,completed,78,72,70,0.18664943,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,73,78,72,0.186899215,,,,,,,,,,,,,,,
male,group A,some college,standard,none,69,67,69,0.18791392,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,80,75,69,0.192977658,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,83,82,84,0.195554291,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,80,80,72,0.196775664,,,,,,,,,,,,,,,
male,group D,high school,standard,none,66,69,63,0.198506151,,,,,,,,,,,,,,,
male,group A,bachelor's degree,standard,completed,75,58,62,0.202730764,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,none,53,54,48,0.20519788,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,82,75,77,0.207170887,,,,,,,,,,,,,,,
male,group A,high school,standard,none,68,70,66,0.211652025,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,none,58,61,52,0.211967765,,,,,,,,,,,,,,,
male,group B,bachelor's degree,standard,none,66,60,57,0.212378551,,,,,,,,,,,,,,,
male,group C,bachelor's degree,free/reduced,none,37,56,47,0.21468774,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,none,59,53,52,0.215500611,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,none,75,66,73,0.217126701,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,73,66,62,0.217986428,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,none,48,43,45,0.221131827,,,,,,,,,,,,,,,
male,group D,high school,standard,completed,55,41,48,0.221250387,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,81,78,78,0.222993492,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,89,84,82,0.224988677,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,completed,45,52,49,0.225096564,,,,,,,,,,,,,,,
male,group B,high school,standard,none,59,58,47,0.226487457,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,72,79,74,0.228810732,,,,,,,,,,,,,,,
male,group D,some college,free/reduced,none,49,57,46,0.233043328,,,,,,,,,,,,,,,
male,group C,some college,standard,none,69,64,68,0.233676543,,,,,,,,,,,,,,,
male,group C,some college,standard,none,59,60,58,0.233971079,,,,,,,,,,,,,,,
male,group E,some high school,standard,none,30,26,22,0.237572278,,,,,,,,,,,,,,,
male,group A,some high school,standard,none,53,54,48,0.239632876,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,none,72,64,63,0.240095653,,,,,,,,,,,,,,,
male,group C,some high school,standard,completed,76,80,73,0.241390046,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,84,80,80,0.242213258,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,completed,58,57,53,0.242628791,,,,,,,,,,,,,,,
male,group E,high school,standard,none,73,64,57,0.245814444,,,,,,,,,,,,,,,
male,group C,some college,standard,none,53,39,37,0.249116147,,,,,,,,,,,,,,,
male,group D,high school,standard,none,64,54,50,0.250288778,,,,,,,,,,,,,,,
male,group D,some high school,standard,completed,77,68,69,0.25185382,,,,,,,,,,,,,,,
male,group D,bachelor's degree,free/reduced,completed,74,79,75,0.25633944,,,,,,,,,,,,,,,
male,group D,high school,standard,completed,68,64,66,0.257613217,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,55,47,44,0.260288152,,,,,,,,,,,,,,,
male,group D,some high school,standard,completed,78,81,86,0.262873774,,,,,,,,,,,,,,,
male,group D,some college,standard,none,76,71,73,0.263223608,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,completed,65,67,65,0.273148988,,,,,,,,,,,,,,,
male,group C,some high school,standard,none,73,66,66,0.27524893,,,,,,,,,,,,,,,
male,group B,bachelor's degree,free/reduced,none,73,56,57,0.277441114,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,94,90,91,0.277693871,,,,,,,,,,,,,,,
male,group D,some college,standard,none,60,63,59,0.280176615,,,,,,,,,,,,,,,
male,group B,some high school,standard,none,88,84,75,0.280555878,,,,,,,,,,,,,,,
male,group E,bachelor's degree,standard,completed,85,66,71,0.282013281,,,,,,,,,,,,,,,
male,group A,associate's degree,free/reduced,completed,79,82,82,0.282066312,,,,,,,,,,,,,,,
male,group B,some college,standard,none,58,50,45,0.284953803,,,,,,,,,,,,,,,
male,group B,high school,standard,completed,60,44,47,0.285549754,,,,,,,,,,,,,,,
male,group A,some college,standard,completed,100,96,86,0.28595416,,,,,,,,,,,,,,,
male,group B,some college,standard,completed,91,96,91,0.288087398,,,,,,,,,,,,,,,
male,group D,bachelor's degree,standard,none,88,78,83,0.292723415,,,,,,,,,,,,,,,
male,group C,some college,standard,none,58,49,42,0.295089329,,,,,,,,,,,,,,,
male,group C,high school,standard,none,50,48,42,0.300829987,,,,,,,,,,,,,,,
male,group E,bachelor's degree,free/reduced,completed,70,68,72,0.301902532,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,51,54,41,0.302350749,,,,,,,,,,,,,,,
male,group D,high school,standard,none,41,52,51,0.303761199,,,,,,,,,,,,,,,
male,group B,some college,standard,completed,87,84,86,0.306947592,,,,,,,,,,,,,,,
male,group B,some college,standard,completed,88,85,76,0.308803746,,,,,,,,,,,,,,,
male,group E,some high school,standard,none,82,67,61,0.312611787,,,,,,,,,,,,,,,
male,group A,bachelor's degree,free/reduced,completed,49,58,60,0.316838569,,,,,,,,,,,,,,,
male,group C,some high school,standard,none,75,72,62,0.321805216,,,,,,,,,,,,,,,
male,group C,high school,standard,none,62,67,58,0.324451134,,,,,,,,,,,,,,,
male,group E,bachelor's degree,standard,completed,100,100,100,0.332132048,,,,,,,,,,,,,,,
male,group C,some college,free/reduced,none,63,61,54,0.333844003,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,completed,94,85,82,0.33534688,,,,,,,,,,,,,,,
male,group E,some high school,free/reduced,completed,78,83,80,0.335519121,,,,,,,,,,,,,,,
male,group E,some high school,standard,completed,68,51,57,0.33749507,,,,,,,,,,,,,,,
male,group D,some college,standard,none,79,73,67,0.339075336,,,,,,,,,,,,,,,
male,group E,some college,free/reduced,none,93,90,83,0.347414234,,,,,,,,,,,,,,,
male,group A,high school,free/reduced,none,53,58,44,0.349463893,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,85,81,85,0.351285655,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,none,61,60,55,0.352217099,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,95,81,84,0.352551083,,,,,,,,,,,,,,,
male,group E,high school,standard,none,80,76,65,0.354612754,,,,,,,,,,,,,,,
male,group C,high school,standard,completed,58,52,54,0.36006087,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,65,77,74,0.360798411,,,,,,,,,,,,,,,
male,group E,some college,standard,none,86,76,74,0.363770487,,,,,,,,,,,,,,,
male,group A,some high school,standard,completed,62,67,69,0.364345107,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,completed,53,51,51,0.364956886,,,,,,,,,,,,,,,
male,group D,bachelor's degree,free/reduced,none,50,42,48,0.366586416,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,92,79,84,0.36704694,,,,,,,,,,,,,,,
male,group A,some high school,standard,completed,66,68,64,0.367583333,,,,,,,,,,,,,,,
male,group C,bachelor's degree,free/reduced,none,61,66,61,0.372611832,,,,,,,,,,,,,,,
male,group C,some college,standard,none,84,87,81,0.375344092,,,,,,,,,,,,,,,
male,group B,bachelor's degree,free/reduced,none,62,63,56,0.380325214,,,,,,,,,,,,,,,
male,group B,high school,standard,completed,76,62,60,0.381173037,,,,,,,,,,,,,,,
male,group D,high school,standard,none,53,52,42,0.384194172,,,,,,,,,,,,,,,
male,group D,some high school,standard,completed,88,74,75,0.384398847,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,none,58,55,48,0.384511753,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,none,80,76,64,0.384748829,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,71,66,60,0.38649176,,,,,,,,,,,,,,,
male,group E,high school,standard,completed,87,91,81,0.386935922,,,,,,,,,,,,,,,
male,group A,some high school,free/reduced,completed,61,62,61,0.388071326,,,,,,,,,,,,,,,
male,group C,master's degree,free/reduced,completed,62,68,75,0.388854737,,,,,,,,,,,,,,,
male,group B,high school,standard,completed,73,69,68,0.39568733,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,completed,60,51,56,0.397253316,,,,,,,,,,,,,,,
male,group C,some college,standard,none,66,59,52,0.39826268,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,74,73,67,0.39923981,,,,,,,,,,,,,,,
male,group A,high school,standard,none,57,51,54,0.403286906,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,80,75,77,0.405188699,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,none,90,78,81,0.40595148,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,none,79,76,65,0.414244883,,,,,,,,,,,,,,,
male,group B,some college,standard,none,54,52,51,0.415075989,,,,,,,,,,,,,,,
male,group A,some college,free/reduced,completed,50,47,54,0.416879513,,,,,,,,,,,,,,,
male,group A,bachelor's degree,standard,none,77,67,68,0.416934417,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,completed,58,51,52,0.418812191,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,none,90,87,75,0.420388502,,,,,,,,,,,,,,,
male,group A,bachelor's degree,free/reduced,none,62,72,65,0.42188333,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,80,68,72,0.42285514,,,,,,,,,,,,,,,
male,group B,bachelor's degree,free/reduced,none,88,75,76,0.428595749,,,,,,,,,,,,,,,
male,group D,bachelor's degree,standard,none,54,49,47,0.434070307,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,none,75,74,66,0.435519375,,,,,,,,,,,,,,,
male,group D,some high school,standard,completed,62,66,68,0.436767458,,,,,,,,,,,,,,,
male,group B,high school,standard,none,70,65,60,0.437664931,,,,,,,,,,,,,,,
male,group C,some college,free/reduced,completed,67,74,70,0.442320933,,,,,,,,,,,,,,,
male,group B,some college,standard,none,47,43,41,0.444185466,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,86,73,70,0.44508737,,,,,,,,,,,,,,,
male,group A,bachelor's degree,standard,none,91,96,92,0.445791572,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,none,77,67,64,0.447220213,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,64,53,57,0.449806592,,,,,,,,,,,,,,,
male,group C,master's degree,free/reduced,none,61,67,66,0.45012477,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,completed,56,61,60,0.450963966,,,,,,,,,,,,,,,
male,group B,high school,standard,none,60,68,60,0.451912768,,,,,,,,,,,,,,,
male,group D,high school,standard,none,76,73,68,0.452352945,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,none,87,85,73,0.457743563,,,,,,,,,,,,,,,
male,group A,some high school,free/reduced,none,55,46,43,0.463137565,,,,,,,,,,,,,,,
male,group C,some college,standard,none,53,44,42,0.464896938,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,completed,67,54,63,0.469903289,,,,,,,,,,,,,,,
male,group E,some college,standard,none,97,87,82,0.470209405,,,,,,,,,,,,,,,
male,group D,some high school,free/reduced,none,62,49,52,0.471741156,,,,,,,,,,,,,,,
male,group D,some college,standard,none,76,64,66,0.474338761,,,,,,,,,,,,,,,
male,group E,high school,free/reduced,completed,57,56,54,0.47509742,,,,,,,,,,,,,,,
male,group D,some college,standard,none,72,57,58,0.477301083,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,61,55,52,0.479675176,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,none,41,39,34,0.481711462,,,,,,,,,,,,,,,
male,group C,master's degree,standard,none,79,72,69,0.48460228,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,completed,59,65,66,0.488546557,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,60,59,54,0.490547164,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,none,44,41,38,0.491977041,,,,,,,,,,,,,,,
male,group D,some high school,standard,completed,76,70,69,0.494142317,,,,,,,,,,,,,,,
male,group A,high school,standard,none,63,63,62,0.494201483,,,,,,,,,,,,,,,
male,group C,master's degree,free/reduced,completed,46,42,46,0.49551524,,,,,,,,,,,,,,,
male,group B,high school,standard,none,82,82,80,0.496217549,,,,,,,,,,,,,,,
male,group E,some high school,standard,completed,81,75,76,0.502472168,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,completed,78,77,80,0.505541099,,,,,,,,,,,,,,,
male,group D,bachelor's degree,free/reduced,none,55,46,44,0.50555084,,,,,,,,,,,,,,,
male,group B,high school,standard,completed,52,49,46,0.50908353,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,completed,65,65,63,0.512384683,,,,,,,,,,,,,,,
male,group B,high school,free/reduced,none,30,24,15,0.512553038,,,,,,,,,,,,,,,
male,group B,bachelor's degree,standard,none,59,54,51,0.512831927,,,,,,,,,,,,,,,
male,group B,high school,standard,completed,73,71,68,0.513391468,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,none,55,55,47,0.51360046,,,,,,,,,,,,,,,
male,group D,high school,standard,none,88,78,75,0.516728065,,,,,,,,,,,,,,,
male,group B,some high school,standard,none,74,63,57,0.517113418,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,90,87,85,0.520254777,,,,,,,,,,,,,,,
male,group D,some college,standard,none,40,42,38,0.521723991,,,,,,,,,,,,,,,
male,group D,bachelor's degree,free/reduced,completed,39,42,38,0.521950501,,,,,,,,,,,,,,,
male,group A,associate's degree,standard,none,67,57,53,0.527178562,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,91,81,79,0.533975168,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,none,54,72,59,0.536977241,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,completed,82,78,74,0.53953184,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,40,52,43,0.544469479,,,,,,,,,,,,,,,
male,group C,high school,standard,none,71,79,71,0.544918469,,,,,,,,,,,,,,,
male,group B,some high school,free/reduced,completed,49,50,52,0.546847633,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,completed,74,77,76,0.550980945,,,,,,,,,,,,,,,
male,group B,bachelor's degree,free/reduced,none,48,51,46,0.551168484,,,,,,,,,,,,,,,
male,group B,some college,standard,none,62,61,57,0.552651386,,,,,,,,,,,,,,,
male,group C,some college,standard,none,63,63,60,0.55514663,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,completed,82,84,78,0.557589034,,,,,,,,,,,,,,,
male,group A,bachelor's degree,standard,none,64,60,58,0.562240735,,,,,,,,,,,,,,,
male,group C,master's degree,standard,none,79,78,77,0.563042895,,,,,,,,,,,,,,,
male,group E,some high school,standard,completed,74,64,60,0.568913323,,,,,,,,,,,,,,,
male,group E,some college,standard,completed,81,74,71,0.569742774,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,74,74,72,0.570945477,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,63,64,66,0.574027316,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,completed,62,61,58,0.574664122,,,,,,,,,,,,,,,
male,group A,high school,free/reduced,none,48,45,41,0.580134256,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,none,57,56,57,0.582177555,,,,,,,,,,,,,,,
male,group C,some college,free/reduced,none,58,57,54,0.582375213,,,,,,,,,,,,,,,
male,group C,high school,standard,none,71,60,61,0.584148457,,,,,,,,,,,,,,,
male,group C,high school,standard,none,84,77,74,0.590492361,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,none,89,76,74,0.592327691,,,,,,,,,,,,,,,
male,group D,bachelor's degree,standard,completed,68,74,74,0.593257963,,,,,,,,,,,,,,,
male,group D,some college,standard,none,67,64,70,0.595953578,,,,,,,,,,,,,,,
male,group B,some high school,standard,none,67,64,61,0.596038558,,,,,,,,,,,,,,,
male,group E,some college,standard,none,66,57,52,0.59849652,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,96,90,92,0.598750308,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,85,84,78,0.598802939,,,,,,,,,,,,,,,
male,group E,some college,standard,none,84,77,71,0.602016843,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,completed,100,100,93,0.606953602,,,,,,,,,,,,,,,
male,group D,high school,standard,none,69,75,71,0.611604326,,,,,,,,,,,,,,,
male,group B,bachelor's degree,free/reduced,none,55,59,54,0.613738806,,,,,,,,,,,,,,,
male,group D,some college,free/reduced,completed,69,60,63,0.614631905,,,,,,,,,,,,,,,
male,group E,bachelor's degree,standard,completed,76,62,66,0.614803925,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,none,81,75,78,0.617440148,,,,,,,,,,,,,,,
male,group B,some college,standard,none,66,65,60,0.618558976,,,,,,,,,,,,,,,
male,group E,some college,standard,none,69,60,54,0.619759447,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,none,64,66,59,0.620040141,,,,,,,,,,,,,,,
male,group D,some college,free/reduced,none,63,61,60,0.621193342,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,completed,53,37,40,0.622928561,,,,,,,,,,,,,,,
male,group D,some college,standard,none,55,58,52,0.62334324,,,,,,,,,,,,,,,
male,group E,bachelor's degree,standard,none,68,68,64,0.623452426,,,,,,,,,,,,,,,
male,group C,associate's degree,free/reduced,none,73,68,66,0.624728208,,,,,,,,,,,,,,,
male,group C,high school,standard,completed,86,81,80,0.625699322,,,,,,,,,,,,,,,
male,group E,some college,standard,none,59,51,43,0.627517824,,,,,,,,,,,,,,,
male,group E,high school,standard,none,94,73,71,0.63335766,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,78,77,77,0.633385417,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,73,70,75,0.635768362,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,none,67,62,60,0.638928784,,,,,,,,,,,,,,,
male,group C,bachelor's degree,standard,completed,71,74,68,0.644997241,,,,,,,,,,,,,,,
male,group C,some high school,standard,none,49,49,41,0.646165283,,,,,,,,,,,,,,,
male,group B,high school,free/reduced,none,36,29,27,0.652797146,,,,,,,,,,,,,,,
male,group C,some college,standard,none,61,61,62,0.6601992,,,,,,,,,,,,,,,
male,group C,high school,standard,none,70,56,51,0.661626831,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,completed,77,69,68,0.66181479,,,,,,,,,,,,,,,
male,group B,some college,standard,completed,62,66,68,0.663061085,,,,,,,,,,,,,,,
male,group C,some college,standard,none,76,78,75,0.665274992,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,86,80,75,0.665866109,,,,,,,,,,,,,,,
male,group D,some high school,free/reduced,none,59,42,41,0.667585385,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,completed,73,68,66,0.668808825,,,,,,,,,,,,,,,
male,group A,some college,free/reduced,completed,81,78,81,0.66955867,,,,,,,,,,,,,,,
male,group A,some high school,standard,none,51,31,36,0.670163355,,,,,,,,,,,,,,,
male,group C,some high school,standard,completed,78,72,69,0.670711579,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,completed,81,72,77,0.676417471,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,none,63,57,56,0.676629554,,,,,,,,,,,,,,,
male,group D,some high school,free/reduced,completed,80,79,79,0.677563969,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,completed,67,72,67,0.682414717,,,,,,,,,,,,,,,
male,group A,some high school,standard,none,64,50,43,0.6830231,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,76,83,79,0.684435914,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,completed,81,81,79,0.68811875,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,none,75,68,65,0.688171448,,,,,,,,,,,,,,,
male,group E,some college,free/reduced,completed,49,52,51,0.69124509,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,completed,78,74,72,0.691379336,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,none,69,71,65,0.697442001,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,63,55,63,0.700238727,,,,,,,,,,,,,,,
male,group A,high school,free/reduced,none,45,47,49,0.703213533,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,none,66,74,69,0.706652027,,,,,,,,,,,,,,,
male,group C,high school,standard,completed,82,84,82,0.707909667,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,none,27,34,36,0.710116853,,,,,,,,,,,,,,,
male,group C,high school,standard,none,70,74,71,0.714727477,,,,,,,,,,,,,,,
male,group A,high school,standard,completed,72,73,74,0.716353867,,,,,,,,,,,,,,,
male,group B,bachelor's degree,standard,none,63,71,69,0.717072903,,,,,,,,,,,,,,,
male,group C,some high school,standard,none,57,61,54,0.717440037,,,,,,,,,,,,,,,
male,group B,associate's degree,free/reduced,none,61,58,56,0.717771491,,,,,,,,,,,,,,,
male,group C,some college,free/reduced,none,68,68,61,0.718972019,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,completed,91,73,80,0.722359,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,49,51,43,0.722364593,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,85,76,71,0.722784295,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,completed,46,43,44,0.72839198,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,100,97,99,0.729286318,,,,,,,,,,,,,,,
male,group E,high school,free/reduced,none,55,56,51,0.729290975,,,,,,,,,,,,,,,
male,group D,some college,free/reduced,none,62,57,62,0.729933631,,,,,,,,,,,,,,,
male,group C,some high school,standard,completed,63,60,57,0.732853549,,,,,,,,,,,,,,,
male,group A,associate's degree,standard,none,63,61,61,0.736949239,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,98,87,90,0.737468382,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,completed,81,82,82,0.745885377,,,,,,,,,,,,,,,
male,group B,high school,standard,none,47,46,42,0.748140663,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,51,60,58,0.748854375,,,,,,,,,,,,,,,
male,group E,bachelor's degree,standard,none,82,62,62,0.751164372,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,63,67,67,0.751176779,,,,,,,,,,,,,,,
male,group A,associate's degree,free/reduced,none,62,61,55,0.751294479,,,,,,,,,,,,,,,
male,group C,high school,standard,completed,53,52,49,0.752042584,,,,,,,,,,,,,,,
male,group E,some college,standard,none,68,60,59,0.752915963,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,79,85,86,0.755098537,,,,,,,,,,,,,,,
male,group E,high school,free/reduced,completed,86,81,75,0.755743041,,,,,,,,,,,,,,,
male,group C,some college,standard,none,91,74,76,0.756675875,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,completed,87,100,95,0.758125047,,,,,,,,,,,,,,,
male,group E,associate's degree,free/reduced,none,64,56,52,0.766316833,,,,,,,,,,,,,,,
male,group A,some high school,free/reduced,none,65,59,53,0.766632492,,,,,,,,,,,,,,,
male,group B,some high school,standard,completed,84,83,75,0.767059829,,,,,,,,,,,,,,,
male,group D,some college,standard,none,88,73,78,0.77113964,,,,,,,,,,,,,,,
male,group B,high school,free/reduced,none,63,48,47,0.771790378,,,,,,,,,,,,,,,
male,group A,some college,free/reduced,none,58,60,57,0.772132081,,,,,,,,,,,,,,,
male,group D,associate's degree,free/reduced,completed,79,82,80,0.774217829,,,,,,,,,,,,,,,
male,group A,associate's degree,standard,completed,97,92,86,0.776911553,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,none,42,39,34,0.777011529,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,none,87,74,76,0.779085588,,,,,,,,,,,,,,,
male,group D,high school,free/reduced,none,60,57,51,0.7800225,,,,,,,,,,,,,,,
male,group E,high school,standard,none,70,55,56,0.781229448,,,,,,,,,,,,,,,
male,group A,some college,free/reduced,none,75,81,74,0.78442245,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,58,59,58,0.785771116,,,,,,,,,,,,,,,
male,group D,some high school,free/reduced,none,56,54,52,0.78777968,,,,,,,,,,,,,,,
male,group E,some high school,standard,completed,77,76,77,0.791211979,,,,,,,,,,,,,,,
male,group D,high school,standard,none,57,50,54,0.792802998,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,69,66,61,0.793949812,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,none,61,57,56,0.797410298,,,,,,,,,,,,,,,
male,group A,high school,free/reduced,completed,72,67,65,0.802694784,,,,,,,,,,,,,,,
male,group D,some high school,standard,none,75,74,69,0.803548402,,,,,,,,,,,,,,,
male,group E,associate's degree,standard,completed,71,74,68,0.804003928,,,,,,,,,,,,,,,
male,group B,some college,standard,completed,69,77,77,0.805086008,,,,,,,,,,,,,,,
male,group E,some college,standard,none,53,55,48,0.805299069,,,,,,,,,,,,,,,
male,group C,high school,standard,none,88,89,86,0.807339229,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,97,93,91,0.807921423,,,,,,,,,,,,,,,
male,group B,some high school,free/reduced,none,48,52,45,0.810357247,,,,,,,,,,,,,,,
male,group C,high school,free/reduced,completed,40,46,50,0.81464625,,,,,,,,,,,,,,,
male,group B,some college,free/reduced,completed,60,62,60,0.81672064,,,,,,,,,,,,,,,
male,group C,bachelor's degree,free/reduced,completed,70,75,74,0.817937979,,,,,,,,,,,,,,,
male,group B,associate's degree,standard,none,65,54,57,0.818282421,,,,,,,,,,,,,,,
male,group B,high school,standard,none,79,60,65,0.818805617,,,,,,,,,,,,,,,
male,group D,associate's degree,standard,none,52,55,49,0.824190464,,,,,,,,,,,,,,,
male,group C,some high school,standard,none,62,64,55,0.826315886,,,,,,,,,,,,,,,
male,group C,master's degree,free/reduced,completed,79,77,75,0.827917742,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,85,84,89,0.830894125,,,,,,,,,,,,,,,
male,group D,master's degree,standard,none,82,82,74,0.832365813,,,,,,,,,,,,,,,
male,group D,master's degree,free/reduced,completed,84,89,90,0.832471228,,,,,,,,,,,,,,,
male,group C,associate's degree,standard,none,76,70,68,0.837404029,,,,,,,,,,,,,,,
male,group A,associate's degree,free/reduced,completed,40,55,53,0.838168411,,,,,,,,,,,,,,,
male,group C,some high school,free/reduced,completed,59,69,65,0.841909101,,,,,,,,,,,,,,,
male,group B,some high school,standard,none,68,54,53,0.842920589,,,,,,,,,,,,,,,
male,group D,some college,standard,completed,77,62,62,0.844268872,,,,,,,,,,,,,,,
male,group A,some high school,free/reduced,none,39,39,34,0.846947216,,,,,,,,,,,,,,,
male,group B,high school,free/reduced,none,49,45,45,0.84883794,,,,,,,,,,,,,,,
